,Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
6271,420847301,1,QUEENS,$40000.00,$470.25,1704,2060,1000,0,1,2,18,22
6272,420803811,1,QUEENS,$0.00,$100.00,0,0,0,0,0,0,0,0
6273,520141490,1,STATEN ISLAND,$4000.00,$245.00,0,0,0,0,1,1,14,14
6274,121623145,1,MANHATTAN,$0.00,$160.00,0,0,0,0,23,23,322,322
6275,121622066,1,MANHATTAN,$221352.00,$2500.10,0,0,0,0,4,4,56,56
6276,320767363,1,BROOKLYN,$79200.00,$1037.50,0,0,0,0,1,1,13,13
6277,420847418,1,QUEENS,$40000.00,$625.50,0,0,0,0,1,1,22,22
6278,320539477,1,BROOKLYN,$16500.00,$388.60,0,0,0,0,4,4,40,40
6279,140080409,1,MANHATTAN,$40000.00,$625.50,0,0,0,0,10,10,110,110
6280,121329099,1,MANHATTAN,$0.00,$4757.06,0,13677,0,0,0,6,0,60
6281,320464261,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6282,420828108,1,QUEENS,$20000.00,$475.29,1432,1999,567,0,1,2,22,22
6283,420847249,1,QUEENS,$1000.00,$130.00,0,0,0,0,2,2,35,35
6284,520141454,1,STATEN ISLAND,$0.00,$800.00,0,0,0,100,0,0,0,0
6285,140080383,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,68,68
6286,320758550,1,BROOKLYN,$0.00,$200.00,0,0,0,0,0,0,0,0
6287,121615500,1,MANHATTAN,$7000.00,$285.60,0,0,0,0,4,4,40,40
6288,420847098,1,QUEENS,$111470.00,$681.05,0,0,0,0,2,2,19,19
6289,120845050,1,MANHATTAN,$4500.00,$265.00,0,0,0,0,45,45,614,614
6290,320758694,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
6291,121618990,2,MANHATTAN,$40000.00,$625.50,0,0,0,0,0,0,0,0
6292,121606734,1,MANHATTAN,$330000.00,$3612.50,0,0,0,0,7,7,120,120
6293,420847043,1,QUEENS,$15000.00,$368.00,0,0,0,0,12,12,160,160
6294,121604629,1,MANHATTAN,$158700.00,$1851.20,0,0,0,0,41,41,513,513
6295,320464537,1,BROOKLYN,$0.00,$195.96,0,1633,0,0,0,2,0,23
6296,320758765,1,BROOKLYN,$10000.00,$155.75,0,0,0,0,3,3,32,32
6297,320464467,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6298,121606725,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,18,18,235,235
6299,320464500,1,BROOKLYN,$0.00,$195.96,0,1633,0,0,0,2,0,23
6300,121617517,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,5,5,55,55
6301,121604638,1,MANHATTAN,$1500.00,$225.00,0,0,0,0,47,47,597,597
6302,121618990,1,MANHATTAN,$34000.00,$563.70,0,0,0,0,13,13,175,175
6303,121621584,1,MANHATTAN,$25000.00,$601.00,0,0,0,0,6,6,60,60
6304,440083277,1,QUEENS,$80000.00,$676.25,0,0,0,0,2,2,27,27
6305,121611265,1,MANHATTAN,$670000.00,$7114.50,0,0,0,0,47,47,597,597
6306,121593356,1,MANHATTAN,$0.00,$200.00,0,0,0,0,8,8,80,80
6307,121619052,2,MANHATTAN,$39000.00,$615.20,0,0,0,0,0,0,0,0
6308,121607804,1,MANHATTAN,$48500.00,$718.20,0,0,0,0,6,6,74,74
6309,420846758,1,QUEENS,$99500.00,$1243.50,0,0,0,0,2,2,20,20
6310,420846384,1,QUEENS,$30000.00,$258.75,0,0,0,0,2,2,25,25
6311,140080436,1,MANHATTAN,$74000.00,$975.70,0,0,0,0,12,12,120,120
6312,121623270,1,MANHATTAN,$3500.00,$245.00,0,0,0,0,33,33,360,360
6313,121623234,1,MANHATTAN,$25000.00,$471.00,0,0,0,0,5,5,53,53
6314,420847383,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,25,25
6315,420847597,1,QUEENS,$50000.00,$728.50,0,0,0,0,9,9,90,90
6316,140080418,1,MANHATTAN,$32000.00,$543.10,0,0,0,0,4,4,50,50
6317,140080427,1,MANHATTAN,$137520.00,$1634.90,0,0,0,0,26,26,236,236
6318,140080178,1,MANHATTAN,$4500.00,$265.00,0,0,0,0,2,2,29,29
6319,121617526,1,MANHATTAN,$48400.00,$718.20,0,0,0,0,9,9,89,89
6320,320758685,1,BROOKLYN,$4000.00,$245.00,0,0,0,0,4,4,36,36
6321,121620781,1,MANHATTAN,$2.00,$225.00,0,0,0,0,4,4,50,50
6322,121611265,2,MANHATTAN,$308000.00,$3385.90,0,0,0,0,0,0,0,0
6323,320758756,1,BROOKLYN,$36200.00,$594.60,0,0,0,0,2,2,20,20
6324,320758710,1,BROOKLYN,$20000.00,$549.50,0,0,0,0,5,5,50,50
6325,121620772,1,MANHATTAN,$39100.00,$625.50,0,0,0,0,12,12,150,150
6326,121619061,1,MANHATTAN,$330240.00,$3622.80,0,0,0,0,42,42,574,574
6327,121540715,1,MANHATTAN,$60000.00,$831.50,0,0,0,0,6,6,72,72
6328,121619980,1,MANHATTAN,$17000.00,$388.60,0,0,0,0,7,7,98,98
6329,121619105,2,MANHATTAN,$803000.00,$8484.40,0,0,0,0,0,0,0,0
6330,320758783,1,BROOKLYN,$0.00,$250.00,0,0,0,0,0,0,0,0
6331,121621316,1,MANHATTAN,$20470.00,$429.80,0,0,0,0,12,12,147,147
6332,320464519,1,BROOKLYN,$0.00,$195.96,0,1633,0,0,0,2,0,23
6333,121620530,1,MANHATTAN,$0.00,$220.00,0,0,0,0,29,29,270,270
6334,121614547,1,MANHATTAN,$0.00,$160.00,0,0,0,0,21,21,225,225
6335,320758391,1,BROOKLYN,$150000.00,$1758.50,0,0,0,0,4,4,45,45
6336,121621548,1,MANHATTAN,$37000.00,$594.60,0,0,0,0,37,37,401,401
6337,320760841,1,BROOKLYN,$2000.00,$225.00,0,0,0,0,4,4,45,45
6338,121621539,2,MANHATTAN,$13000.00,$347.40,0,0,0,0,0,0,0,0
6339,420847178,1,QUEENS,$0.00,$420.00,0,0,0,100,1,0,12,0
6340,121619043,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,75,75
6341,520128852,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
6342,520127540,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
6343,121621879,3,MANHATTAN,$10000.00,$316.50,0,0,0,0,0,0,0,0
6344,540023357,1,STATEN ISLAND,$0.00,$160.00,0,0,0,0,5,5,69,69
6345,121621539,1,MANHATTAN,$78000.00,$1016.90,0,0,0,0,37,37,401,401
6346,320758774,1,BROOKLYN,$125000.00,$1501.00,0,0,0,0,5,5,122,122
6347,140080221,1,MANHATTAN,$19350.00,$419.50,0,0,0,0,4,4,45,45
6348,420847187,1,QUEENS,$8500.00,$150.60,0,0,0,0,2,2,28,28
6349,121621986,1,MANHATTAN,$204500.00,$2325.00,0,0,0,0,34,34,426,426
6350,420847169,1,QUEENS,$1.00,$170.00,2166,2166,0,0,2,2,24,24
6351,121621977,1,MANHATTAN,$124600.00,$1501.00,0,0,0,0,17,17,144,144
6352,121622039,1,MANHATTAN,$100000.00,$1243.50,0,0,0,0,15,15,150,150
6353,320516526,1,BROOKLYN,$0.00,$196.56,0,1638,0,0,0,2,0,23
6354,121622253,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,5,5,55,55
6355,320758881,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
6356,420846142,1,QUEENS,$3500.00,$215.00,0,0,0,0,1,1,16,16
6357,121622333,1,MANHATTAN,$0.00,$1106.40,0,0,0,91,4,0,45,0
6358,201029500,1,BRONX,$1200000.00,$12573.50,0,0,0,0,4,4,66,66
6359,121618543,1,MANHATTAN,$3481000.00,$36067.80,0,0,0,0,48,48,674,674
6360,121622075,2,MANHATTAN,$80000.00,$1037.50,0,0,0,0,0,0,0,0
6361,420847276,1,QUEENS,$34500.00,$574.00,0,0,0,0,2,2,24,24
6362,420843680,1,QUEENS,$25000.00,$233.00,0,0,0,0,2,2,30,30
6363,121621735,1,MANHATTAN,$135000.00,$1604.00,0,0,0,0,4,4,40,40
6364,320758792,1,BROOKLYN,$0.00,$160.00,0,0,0,0,6,6,118,118
6365,520141418,1,STATEN ISLAND,$0.00,$873.68,0,2703,0,0,0,2,0,27
6366,320758818,1,BROOKLYN,$259788.00,$1443.25,0,0,0,0,2,2,25,25
6367,420846482,1,QUEENS,$22125.00,$610.40,0,0,0,0,1,1,18,18
6368,140080212,1,MANHATTAN,$31250.00,$543.10,0,0,0,0,4,4,50,50
6369,121590705,1,MANHATTAN,$7800.00,$295.90,0,0,0,0,34,34,426,426
6370,121622119,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,6,6,77,77
6371,140080249,1,MANHATTAN,$50000.00,$728.50,0,0,0,0,18,18,180,180
6372,121621888,3,MANHATTAN,$20000.00,$419.50,0,0,0,0,0,0,0,0
6373,520127568,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
6374,420847212,1,QUEENS,$15000.00,$181.50,0,0,0,0,1,1,20,20
6375,121622100,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,18,18,220,220
6376,121621888,1,MANHATTAN,$150000.00,$1758.50,0,0,0,0,12,12,120,120
6377,520127577,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
6378,220290316,1,BRONX,$38300.00,$670.20,7500,7500,0,0,2,2,22,22
6379,121621879,2,MANHATTAN,$100000.00,$1243.50,0,0,0,0,0,0,0,0
6380,140080267,1,MANHATTAN,$45000.00,$677.00,0,0,0,0,5,5,55,55
6381,121618543,2,MANHATTAN,$1478000.00,$15436.90,0,0,0,0,0,0,0,0
6382,140080276,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,40,40
6383,121590723,1,MANHATTAN,$7500.00,$295.90,0,0,0,0,12,12,130,130
6384,320767023,1,BROOKLYN,$501000.00,$5373.80,0,0,0,0,2,2,22,22
6385,320758943,1,BROOKLYN,$0.00,$262.00,0,0,0,0,0,0,0,0
6386,420846179,1,QUEENS,$54500.00,$559.02,1983,2079,96,0,2,2,27,27
6387,121621931,1,MANHATTAN,$69000.00,$924.20,0,0,0,0,4,4,40,40
6388,121619052,3,MANHATTAN,$64000.00,$872.70,0,0,0,0,0,0,0,0
6389,121621414,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,50,50
6390,121622468,1,MANHATTAN,$1637780.00,$17084.90,0,0,0,0,59,59,797,797
6391,121615421,1,MANHATTAN,$58125.00,$821.20,0,0,0,0,15,15,180,180
6392,320464528,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6393,420846552,1,QUEENS,$90000.00,$727.75,0,0,0,0,2,2,35,35
6394,121546425,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,22,22,245,245
6395,420847150,1,QUEENS,$0.00,$160.00,0,0,0,0,3,3,35,35
6396,121590947,1,MANHATTAN,$9900.00,$286.50,0,0,0,0,10,10,120,120
6397,320758747,1,BROOKLYN,$3400.00,$245.00,0,0,0,0,8,8,90,90
6398,121607243,1,MANHATTAN,$79000.00,$1027.20,0,0,0,0,37,37,341,341
6399,121529738,1,MANHATTAN,$100000.00,$1243.50,0,0,0,0,12,12,90,90
6400,420847141,1,QUEENS,$10000.00,$371.50,3750,3750,0,0,1,1,18,18
6401,320758863,1,BROOKLYN,$15305.00,$378.30,0,0,0,0,4,4,45,45
6402,121621682,1,MANHATTAN,$43250.00,$666.70,0,0,0,0,4,4,73,73
6403,121622397,1,MANHATTAN,$804000.00,$8549.70,1213245,1213245,0,0,17,17,155,155
6404,103643933,1,MANHATTAN,$190032.00,$2180.80,0,0,0,0,5,5,75,75
6405,121622324,1,MANHATTAN,$0.00,$200.00,0,0,0,0,2,2,24,24
6406,320758854,1,BROOKLYN,$34000.00,$563.70,0,0,0,0,3,3,35,35
6407,103644022,1,MANHATTAN,$455000.00,$4900.00,0,0,0,0,3,3,58,58
6408,121622262,1,MANHATTAN,$63000.00,$862.40,0,0,0,0,4,4,40,40
6409,440083366,1,QUEENS,$0.00,$230.00,0,0,0,0,8,8,70,70
6410,320759041,1,BROOKLYN,$293486.00,$3401.70,0,0,0,0,1,1,14,14
6411,320758890,1,BROOKLYN,$35000.00,$574.00,0,0,0,0,7,7,103,103
6412,320758426,1,BROOKLYN,$15000.00,$368.00,0,0,0,0,6,6,66,66
6413,121621726,1,MANHATTAN,$83000.00,$1068.40,0,0,0,0,4,4,40,40
6414,121620638,2,MANHATTAN,$190000.00,$2170.50,0,0,0,0,0,0,0,0
6415,420847258,1,QUEENS,$49000.00,$878.20,0,0,0,0,1,1,15,15
6416,121622002,2,MANHATTAN,$146000.00,$1717.30,0,0,0,0,0,0,0,0
6417,320759345,1,BROOKLYN,$0.00,$170.00,0,0,0,0,6,6,60,60
6418,420847472,1,QUEENS,$0.00,$372.16,0,1768,0,0,0,2,0,23
6419,121622538,1,MANHATTAN,$65000.00,$883.00,0,0,0,0,6,6,60,60
6420,220289293,1,BRONX,$7860.00,$295.90,0,0,0,0,1,1,19,19
6421,121622547,1,MANHATTAN,$38000.00,$604.90,0,0,0,0,11,11,110,110
6422,320761555,1,BROOKLYN,$4000.00,$245.00,0,0,0,0,1,1,25,25
6423,121622734,1,MANHATTAN,$610100.00,$6506.80,0,0,0,0,6,6,65,65
6424,420847089,1,QUEENS,$3000.00,$225.00,0,0,0,0,2,2,22,22
6425,340061603,1,BROOKLYN,$138000.00,$1634.90,0,0,0,0,4,4,43,43
6426,320759844,1,BROOKLYN,$15000.00,$181.50,0,0,0,0,2,2,24,24
6427,121604647,1,MANHATTAN,$35000.00,$574.00,0,0,0,0,47,47,597,597
6428,121574439,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,37,37,401,401
6429,121590698,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,12,12,120,120
6430,420847196,1,QUEENS,$3000.00,$225.00,0,0,0,0,2,2,28,28
6431,420844108,1,QUEENS,$7500.00,$295.90,0,0,0,0,1,1,11,11
6432,201029500,2,BRONX,$120000.00,$1449.50,0,0,0,0,0,0,0,0
6433,420812375,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
6434,220288775,1,BRONX,$413000.00,$4467.40,0,0,0,0,7,7,105,105
6435,320758952,2,BROOKLYN,$99000.00,$1233.20,0,0,0,0,0,0,0,0
6436,220289747,3,BRONX,$25000.00,$471.00,0,0,0,0,0,0,0,0
6437,420846990,1,QUEENS,$10000.00,$316.50,0,0,0,0,3,3,30,30
6438,320464421,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6439,121622048,1,MANHATTAN,$80000.00,$1037.50,0,0,0,0,16,16,155,155
6440,140080294,1,MANHATTAN,$0.00,$190.00,0,0,0,0,4,4,40,40
6441,220290334,1,BRONX,$2800000.00,$29053.50,0,0,0,0,14,14,139,139
6442,220288784,1,BRONX,$0.00,$100.00,0,0,0,0,0,0,0,0
6443,121621940,1,MANHATTAN,$79000.00,$1027.20,0,0,0,0,4,4,40,40
6444,121590714,1,MANHATTAN,$26000.00,$481.30,0,0,0,0,58,58,580,580
6445,121621058,2,MANHATTAN,$45000.00,$677.00,0,0,0,0,0,0,0,0
6446,121622654,1,MANHATTAN,$10000.00,$286.50,0,0,0,0,5,5,55,55
6447,121582509,1,MANHATTAN,$137500.00,$1634.90,0,0,0,0,11,11,121,121
6448,121622208,1,MANHATTAN,$48000.00,$707.90,0,0,0,0,40,40,454,454
6449,320758907,1,BROOKLYN,$66000.00,$893.30,0,0,0,0,4,4,35,35
6450,121622495,1,MANHATTAN,$197000.00,$2402.60,0,0,0,0,2,2,25,25
6451,320464458,1,BROOKLYN,$0.00,$196.56,0,1638,0,0,0,2,0,23
6452,440083473,1,QUEENS,$0.00,$280.00,0,0,0,0,6,6,70,70
6453,320716962,1,BROOKLYN,$34000.00,$563.70,0,0,0,0,3,3,34,34
6454,320716926,1,BROOKLYN,$34000.00,$563.70,0,0,0,0,4,4,44,44
6455,121622510,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,8,8,80,80
6456,121622164,1,MANHATTAN,$0.00,$220.00,0,0,0,0,6,6,75,75
6457,121622672,1,MANHATTAN,$177092.00,$2046.90,0,0,0,0,12,12,155,155
6458,520141445,1,STATEN ISLAND,$24849.00,$471.00,0,0,0,0,1,1,15,15
6459,121582867,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,13,13,139,139
6460,121621968,1,MANHATTAN,$80000.00,$1037.50,0,0,0,0,6,6,60,60
6461,121622663,1,MANHATTAN,$8000.00,$295.90,0,0,0,0,5,5,45,45
6462,121621655,2,MANHATTAN,$13540.00,$357.70,0,0,0,0,0,0,0,0
6463,320759032,1,BROOKLYN,$453500.00,$6020.96,48115,52466,4351,0,3,3,37,40
6464,420829198,1,QUEENS,$12500.00,$171.20,0,0,0,0,2,2,27,27
6465,320758729,1,BROOKLYN,$85000.00,$1219.00,0,0,0,0,6,6,60,60
6466,121619052,1,MANHATTAN,$250000.00,$2788.50,0,0,0,0,42,42,574,574
6467,121619971,1,MANHATTAN,$32000.00,$543.10,0,0,0,0,21,21,224,224
6468,121619105,1,MANHATTAN,$260000.00,$2891.50,0,0,0,0,7,7,98,98
6469,121621922,1,MANHATTAN,$72000.00,$955.10,0,0,0,0,20,20,175,175
6470,121576874,1,MANHATTAN,$421601.00,$4560.10,0,0,0,0,32,32,304,304
6471,121606404,1,MANHATTAN,$6600.00,$255.60,0,0,0,0,6,6,100,100
6472,121615332,1,MANHATTAN,$59090.00,$831.50,0,0,0,0,7,7,75,75
6473,340061621,1,BROOKLYN,$15500.00,$186.65,0,0,0,0,2,2,30,30
6474,121620692,1,MANHATTAN,$30000.00,$577.50,3901,3963,0,0,38,38,556,556
6475,320729501,1,BROOKLYN,$1000.00,$280.00,4642,4642,0,0,4,4,42,42
6476,121622137,1,MANHATTAN,$11349.00,$307.10,0,0,0,0,12,12,150,150
6477,420844091,1,QUEENS,$7500.00,$295.90,0,0,0,0,4,4,40,40
6478,320866684,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
6479,420846133,1,QUEENS,$0.00,$286.00,0,0,0,0,0,0,0,0
6480,121622075,1,MANHATTAN,$349000.00,$3808.20,0,0,0,0,18,18,220,220
6481,320731080,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
6482,320767032,1,BROOKLYN,$12000.00,$337.10,0,0,0,0,2,2,22,22
6483,420842262,1,QUEENS,$26000.00,$481.30,0,0,0,0,1,1,15,15
6484,320464485,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6485,220289747,2,BRONX,$310000.00,$3406.50,0,0,0,0,0,0,0,0
6486,140080329,1,MANHATTAN,$36000.00,$584.30,0,0,0,0,5,5,55,55
6487,121621655,1,MANHATTAN,$160000.00,$1861.50,0,0,0,0,39,39,432,432
6488,320758809,1,BROOKLYN,$70000.00,$934.50,0,0,0,0,4,4,40,40
6489,121623984,1,MANHATTAN,$258085.00,$2881.20,0,0,0,0,10,10,112,112
6490,121623993,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,10,10,112,112
6491,121622672,2,MANHATTAN,$230720.00,$2592.80,0,0,0,0,0,0,0,0
6492,121622690,1,MANHATTAN,$0.00,$260.00,0,0,0,0,12,12,156,156
6493,121624322,1,MANHATTAN,$443000.00,$4776.40,0,0,0,0,6,6,65,65
6494,121622761,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,50,50
6495,121572262,1,MANHATTAN,$6000.00,$275.30,0,0,0,0,39,39,432,432
6496,121622707,1,MANHATTAN,$44550.00,$677.00,0,0,0,0,15,15,160,160
6497,121328893,1,MANHATTAN,$120000.00,$1449.50,0,0,0,0,11,11,150,150
6498,220290398,1,BRONX,$0.00,$200.00,0,0,0,25,0,0,0,0
6499,320767292,1,BROOKLYN,$100.00,$280.00,2600,2600,0,0,2,2,25,25
6500,320767238,1,BROOKLYN,$60000.00,$573.25,0,0,0,0,2,2,28,28
6501,520141524,1,STATEN ISLAND,$0.00,$160.00,0,0,0,0,0,0,0,0
6502,121622057,1,MANHATTAN,$123940.00,$1490.70,0,0,0,0,18,18,180,180
6503,121502579,1,MANHATTAN,$70000.00,$934.50,0,0,0,0,6,6,60,60
6504,320758701,1,BROOKLYN,$21800.00,$600.10,0,0,0,0,3,3,30,30
6505,121621637,1,MANHATTAN,$615000.00,$6548.00,0,0,0,0,20,20,270,270
6506,121576883,1,MANHATTAN,$322276.00,$3540.40,0,0,0,0,32,32,304,304
6507,121621995,1,MANHATTAN,$58000.00,$810.90,0,0,0,0,34,34,426,426
6508,121621986,2,MANHATTAN,$72700.00,$965.40,0,0,0,0,0,0,0,0
6509,121621888,2,MANHATTAN,$132000.00,$1573.10,0,0,0,0,0,0,0,0
6510,121621879,1,MANHATTAN,$196000.00,$2232.30,0,0,0,0,7,7,84,84
6511,121620120,1,MANHATTAN,$500000.00,$5363.50,0,0,0,0,14,14,140,140
6512,121620111,1,MANHATTAN,$107000.00,$1315.60,0,0,0,0,6,6,65,65
6513,320731106,1,BROOKLYN,$22000.00,$478.84,4300,4449,149,0,4,4,36,36
6514,121622468,3,MANHATTAN,$841000.00,$8875.80,0,0,0,0,0,0,0,0
6515,320464430,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
6516,320759336,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,60,60
6517,420847463,1,QUEENS,$157500.00,$1502.11,1008,2100,1868,0,2,2,25,25
6518,121622725,1,MANHATTAN,$250000.00,$2788.50,0,0,0,0,9,9,110,110
6519,121622752,1,MANHATTAN,$0.00,$290.00,0,0,0,0,15,15,155,155
6520,121622431,2,MANHATTAN,$111250.00,$1367.10,0,0,0,0,0,0,0,0
6521,340061809,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,40,40
6522,220290405,1,BRONX,$0.00,$180.00,0,0,0,0,5,5,55,55
6523,121621325,1,MANHATTAN,$284790.00,$3149.00,0,0,0,0,12,12,150,150
6524,121590741,1,MANHATTAN,$27300.00,$501.90,0,0,0,0,12,12,155,155
6525,201029500,3,BRONX,$170000.00,$1964.50,0,0,0,0,0,0,0,0
6526,140080285,1,MANHATTAN,$0.00,$250.00,0,0,0,0,4,4,40,40
6527,520127559,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
6528,121621833,1,MANHATTAN,$88000.00,$1119.90,0,0,0,0,4,4,40,40
6529,140080301,1,MANHATTAN,$0.00,$190.00,0,0,0,0,13,13,130,130
6530,121597058,1,MANHATTAN,$20000.00,$579.50,0,0,0,0,5,5,57,57
6531,320758952,1,BROOKLYN,$370000.00,$4024.50,0,0,0,0,7,7,70,70
6532,121621959,1,MANHATTAN,$85000.00,$1089.00,0,0,0,0,4,4,40,40
6533,420812375,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
6534,121590732,1,MANHATTAN,$7500.00,$295.90,0,0,0,0,12,12,163,163
6535,420847310,1,QUEENS,$10000.00,$316.50,0,0,0,0,1,1,22,22
6536,320758989,1,BROOKLYN,$100.00,$170.00,2700,2700,0,0,2,2,35,35
6537,121620638,1,MANHATTAN,$276000.00,$3056.30,0,0,0,0,14,14,157,157
6538,121622280,1,MANHATTAN,$164000.00,$1902.70,0,0,0,0,4,4,40,40
6539,121621842,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,177,177
6540,402890840,1,QUEENS,$6000.00,$275.30,0,0,0,0,3,3,40,40
6541,220289747,1,BRONX,$641000.00,$6815.80,0,0,0,0,3,3,60,60
6542,121622002,1,MANHATTAN,$200000.00,$2273.50,0,0,0,0,58,58,580,580
6543,420847221,1,QUEENS,$0.00,$801.44,0,2674,0,0,0,2,0,27
6544,420846703,1,QUEENS,$19000.00,$242.10,2499,2499,0,0,2,2,35,35
6545,121622468,2,MANHATTAN,$760000.00,$8041.50,0,0,0,0,0,0,0,0
6546,320758916,1,BROOKLYN,$80000.00,$1037.50,0,0,0,0,3,3,35,35
6547,121329115,1,MANHATTAN,$900000.00,$4959.25,3919,5419,1500,0,5,5,39,39
6548,220210643,1,BRONX,$368600.00,$2450.12,2257,4303,2046,0,1,2,20,30
6549,220210652,1,BRONX,$0.00,$6648.00,0,0,0,831,0,0,0,0
6550,140080463,1,MANHATTAN,$63850.00,$872.70,0,0,0,0,5,5,50,50
6551,140080454,1,MANHATTAN,$303250.00,$3344.70,0,0,0,0,5,5,55,55
6552,320517927,1,BROOKLYN,$0.00,$100241.28,0,406628,0,0,0,19,0,210
6553,121329106,1,MANHATTAN,$32131276.00,$331228.10,1,1,0,0,50,50,574,574
6554,420607622,1,QUEENS,$0.00,$695.12,0,6922,0,0,0,2,0,28
6555,420607631,1,QUEENS,$0.00,$695.12,0,6922,0,0,0,2,0,28
6556,320517892,1,BROOKLYN,$0.00,$1226.00,0,4100,0,0,0,4,0,45
6557,320517909,1,BROOKLYN,$0.00,$1995.86,0,5604,0,0,0,4,0,59
6558,320517918,1,BROOKLYN,$0.00,$2140.42,0,5461,0,0,0,4,0,51
6559,140080445,1,MANHATTAN,$118000.00,$1428.90,0,0,0,0,16,16,150,150
6560,440083696,1,QUEENS,$30000.00,$418.75,0,0,0,0,2,2,32,32
6561,440083678,1,QUEENS,$30000.00,$418.75,0,0,0,0,2,2,32,32
6562,140080490,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,8,8,75,75
6563,140080506,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,8,8,75,75
6564,121643310,1,MANHATTAN,$0.00,$160.00,0,0,0,0,1,1,23,23
6565,440083703,1,QUEENS,$15000.00,$368.00,0,0,0,0,1,1,14,14
6566,440083687,1,QUEENS,$30000.00,$258.75,0,0,0,0,2,2,32,32
6567,420847999,1,QUEENS,$3000.00,$225.00,0,0,0,0,34,34,307,307
6568,340062292,1,BROOKLYN,$64600.00,$883.00,0,0,0,0,10,10,126,126
6569,140080640,1,MANHATTAN,$0.00,$290.00,0,0,0,0,15,15,216,216
6570,121624368,1,MANHATTAN,$100.00,$280.00,215126,215126,0,0,24,24,319,319
6571,320516535,1,BROOKLYN,$0.00,$196.56,0,1638,0,0,0,2,0,23
6572,140080720,1,MANHATTAN,$92000.00,$1161.10,0,0,0,0,6,6,62,62
6573,140080757,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,150,150
6574,240026182,1,BRONX,$100.00,$225.00,0,0,0,0,1,1,19,19
6575,320464813,1,BROOKLYN,$0.00,$360.04,0,1667,0,0,0,2,0,23
6576,420847757,1,QUEENS,$0.00,$380.80,0,1840,0,0,0,2,0,36
6577,340062381,1,BROOKLYN,$0.00,$210.00,0,0,0,0,6,6,60,60
6578,340062390,1,BROOKLYN,$68000.00,$913.90,0,0,0,0,2,2,45,45
6579,140080766,1,MANHATTAN,$14200.00,$368.00,0,0,0,0,41,41,440,440
6580,240026208,1,BRONX,$0.00,$210.00,0,0,0,0,12,12,108,108
6581,220139918,4,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
6582,121624536,1,MANHATTAN,$0.00,$270.00,0,0,0,0,26,26,274,274
6583,320767675,1,BROOKLYN,$0.00,$160.00,0,0,0,0,11,11,210,210
6584,121624144,1,MANHATTAN,$294832.00,$3252.00,0,0,0,0,7,7,75,75
6585,520141631,1,STATEN ISLAND,$15800.00,$233.85,2386,2386,60,0,1,1,11,11
6586,220290735,1,BRONX,$10000.00,$316.50,0,0,0,0,1,1,15,15
