,Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
1867,420835733,1,QUEENS,$1000.00,$225.00,0,0,0,0,1,1,33,33
1868,420840978,1,QUEENS,$75000.00,$975.30,2020,3085,1065,0,2,2,23,25
1869,320756641,1,BROOKLYN,$16000.00,$186.65,0,0,0,0,2,2,29,29
1870,320517614,1,BROOKLYN,$25000.00,$471.00,0,0,0,0,4,4,50,50
1871,240024772,1,BRONX,$0.00,$160.00,0,0,0,0,8,8,103,103
1872,121608787,1,MANHATTAN,$350000.00,$3818.50,0,0,0,0,10,10,137,137
1873,121609660,1,MANHATTAN,$219000.00,$2469.20,0,0,0,0,11,11,110,110
1874,320755330,1,BROOKLYN,$735475.00,$3965.85,4108,4368,260,0,4,4,44,44
1875,121541910,1,MANHATTAN,$0.00,$420.00,0,0,0,13,3,0,38,0
1876,121513585,1,MANHATTAN,$0.00,$260.00,0,0,0,0,3,3,30,30
1877,121605085,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,26,26,315,315
